id,sex,mouth,face,eyebrow,eyes,nose,hair,body,dress,color_hair,color_eyebrow,eyeslid,color_face,check,comment
31710,1,90760.0,55120.0,130060.0,120482.0,60160.0,25440.0,40020.0,30860.0,8.0,2.0,110140.0,5.0,False,model:pn05pc10e
31709,1,90220.0,55080.0,130280.0,120602.0,60145.0,25220.0,40020.0,30499.0,6.0,4.0,110120.0,2.0,False,model:pn05pc10e
31708,1,90060.0,55080.0,130080.0,120021.0,60100.0,25425.0,40020.0,30450.0,7.0,3.0,110200.0,2.0,True,model:pn05pc10e
31707,1,90362.0,55040.0,130220.0,120510.0,60020.0,26000.0,40020.0,30422.0,9.0,7.0,110120.0,1.0,True,model:pn05pc10e
31706,1,90240.0,55080.0,130780.0,120060.0,60020.0,25642.0,40020.0,30360.0,11.0,5.0,110180.0,1.0,False,model:pn05pc10e
31705,0,90656.0,50020.0,130780.0,120320.0,60140.0,20700.0,40020.0,30640.0,9.0,4.0,110100.0,1.0,False,model:pn05pc10e
31704,1,90656.0,55040.0,130860.0,120140.0,60155.0,25684.0,40020.0,30505.0,7.0,2.0,110100.0,2.0,False,model:pn05pc10e
31703,1,90360.0,55119.0,130720.0,120600.0,60160.0,25682.0,40020.0,30101.0,1.0,3.0,110020.0,2.0,False,model:pn05pc10e
31702,1,90200.0,55180.0,130560.0,120630.0,60040.0,25641.0,40020.0,30920.0,13.0,5.0,110120.0,0.0,False,model:pn05pc10e
31701,1,91020.0,55070.0,130601.0,120440.0,60080.0,26020.0,40020.0,32560.0,8.0,7.0,110140.0,5.0,False,model:pn05pc10e
31700,1,90561.0,55119.0,130121.0,120421.0,60080.0,25683.0,40020.0,31800.0,10.0,6.0,110200.0,2.0,True,model:pn05pc10e
31699,1,90280.0,55050.0,130160.0,120600.0,60020.0,25421.0,40020.0,30961.0,14.0,7.0,110080.0,0.0,False,model:pn05pc10e
31698,1,90561.0,55120.0,130660.0,120510.0,60120.0,25602.0,40020.0,31445.0,8.0,2.0,110080.0,1.0,True,model:pn05pc10e
31697,1,90020.0,55060.0,130020.0,120400.0,60020.0,26105.0,40020.0,30568.0,1.0,10.0,110040.0,2.0,True,model:pn05pc10e
31696,1,90200.0,55020.0,130441.0,120510.0,60040.0,25601.0,40020.0,30840.0,10.0,7.0,110120.0,3.0,False,model:pn05pc10e
31695,1,90443.0,55100.0,130860.0,120060.0,60020.0,25939.0,40020.0,30920.0,4.0,1.0,110200.0,0.0,False,model:pn05pc10e
31694,0,90360.0,50180.0,130401.0,120540.0,60200.0,20485.0,40020.0,30420.0,6.0,7.0,110200.0,0.0,False,model:pn05pc10e
31693,0,90740.0,50020.0,130400.0,120140.0,60020.0,20780.0,40020.0,30940.0,14.0,6.0,110080.0,0.0,False,model:pn05pc10e
31692,1,90440.0,55040.0,130781.0,120630.0,60120.0,25602.0,40020.0,30101.0,11.0,9.0,110040.0,0.0,True,model:pn05pc10e
31691,1,90100.0,55060.0,130770.0,120640.0,60020.0,26105.0,40020.0,30561.0,14.0,5.0,110020.0,4.0,True,model:pn05pc10e
31690,0,90220.0,50070.0,130361.0,120600.0,60120.0,20690.0,40020.0,31320.0,12.0,3.0,110200.0,1.0,False,model:pn05pc10e
31689,1,90441.0,55040.0,130700.0,120280.0,60160.0,25901.0,40020.0,30101.0,12.0,9.0,110140.0,2.0,False,model:pn05pc10e
31688,1,90656.0,55020.0,130580.0,120165.0,60145.0,26010.0,40020.0,31300.0,1.0,0.0,110100.0,3.0,False,model:pn05pc10e
31687,1,90540.0,55100.0,130340.0,120600.0,60180.0,25421.0,40020.0,30800.0,12.0,7.0,110080.0,2.0,False,model:pn05pc10e
31686,1,90220.0,55050.0,130560.0,120022.0,60100.0,26000.0,40020.0,30578.0,7.0,5.0,110020.0,1.0,True,model:pn05pc10e
31685,1,90442.0,55050.0,130320.0,120600.0,60145.0,26105.0,40020.0,32340.0,1.0,3.0,110080.0,0.0,True,model:pn05pc10e
31684,1,90080.0,55160.0,130785.0,120510.0,60020.0,25642.0,40020.0,31500.0,8.0,3.0,110120.0,1.0,False,model:pn05pc10e
31683,1,90320.0,55050.0,130240.0,120060.0,60040.0,25421.0,40020.0,30580.0,7.0,5.0,110120.0,2.0,False,model:pn05pc10e
31682,1,90300.0,55040.0,130121.0,120600.0,60180.0,26105.0,40020.0,31466.0,3.0,5.0,110140.0,2.0,True,model:pn05pc10e
31681,1,90100.0,55070.0,130781.0,120300.0,60020.0,26105.0,40020.0,30560.0,9.0,4.0,110120.0,5.0,False,model:pn05pc10e
31680,1,90440.0,55060.0,130120.0,120780.0,60020.0,25347.0,40020.0,32340.0,12.0,4.0,110080.0,5.0,True,model:pn05pc10e
31679,1,90240.0,55140.0,130440.0,120400.0,60145.0,25640.0,40020.0,32340.0,6.0,2.0,110100.0,1.0,False,model:pn05pc10e
31678,1,90656.0,55040.0,130401.0,120510.0,60040.0,25642.0,40020.0,30571.0,13.0,7.0,110200.0,1.0,False,model:pn05pc10e
31677,1,90420.0,55119.0,130200.0,120510.0,60100.0,25346.0,40020.0,30640.0,14.0,6.0,110080.0,0.0,False,model:pn05pc10e
31676,1,90564.0,55030.0,130401.0,120510.0,60080.0,26105.0,40020.0,30579.0,8.0,6.0,110200.0,1.0,True,model:pn05pc10e
31675,1,90443.0,55119.0,130340.0,120140.0,60145.0,26080.0,40020.0,30422.0,12.0,6.0,110045.0,2.0,False,model:pn05pc10e
31674,1,90562.0,55060.0,130140.0,120340.0,60040.0,25684.0,40020.0,31466.0,7.0,3.0,110100.0,2.0,False,model:pn05pc10e
31673,0,90241.0,50030.0,130440.0,120440.0,60140.0,20680.0,40020.0,32560.0,12.0,3.0,110080.0,3.0,False,model:pn05pc10e
31672,1,90562.0,55050.0,130240.0,120060.0,60200.0,26105.0,40020.0,30860.0,12.0,6.0,110180.0,2.0,False,model:pn05pc10e
31671,1,90440.0,55120.0,130785.0,120581.0,60100.0,25440.0,40020.0,32360.0,11.0,7.0,110080.0,0.0,False,model:pn05pc10e
31670,1,90500.0,55080.0,130770.0,120440.0,60020.0,26105.0,40020.0,30561.0,14.0,7.0,110180.0,0.0,False,model:pn05pc10e
31669,1,90656.0,55070.0,130040.0,120481.0,60080.0,25562.0,40020.0,32320.0,10.0,8.0,110080.0,0.0,False,model:pn05pc10e
31668,1,90490.0,55120.0,130080.0,120120.0,60140.0,25840.0,40020.0,30240.0,6.0,6.0,110020.0,5.0,False,model:pn05pc10e
31667,1,90562.0,55070.0,130780.0,120510.0,60060.0,25780.0,40020.0,30505.0,12.0,4.0,110200.0,2.0,False,model:pn05pc10e
31666,1,90020.0,55119.0,130442.0,120220.0,60080.0,25421.0,40020.0,32320.0,2.0,3.0,110045.0,2.0,False,model:pn05pc10e
31665,1,90080.0,55060.0,130280.0,120160.0,60200.0,25345.0,40020.0,30499.0,10.0,1.0,110200.0,2.0,False,model:pn05pc10e
31664,1,90160.0,55070.0,130140.0,120780.0,60145.0,25939.0,40020.0,30860.0,11.0,3.0,110100.0,0.0,False,model:pn05pc10e
31663,0,90020.0,50140.0,130830.0,120510.0,60020.0,20740.0,40020.0,31340.0,14.0,4.0,110040.0,0.0,False,model:pn05pc10e
31662,1,90442.0,55060.0,130040.0,120510.0,60120.0,25640.0,40020.0,30340.0,9.0,5.0,110080.0,3.0,False,model:pn05pc10e
31661,1,90562.0,55050.0,130220.0,120520.0,60120.0,26105.0,40020.0,30520.0,0.0,3.0,110200.0,3.0,False,model:pn05pc10e
31660,0,90140.0,50050.0,130790.0,120240.0,60100.0,20805.0,40020.0,31920.0,10.0,0.0,110200.0,0.0,False,model:pn05pc10e
31659,1,90300.0,55060.0,130340.0,120421.0,60040.0,25940.0,40020.0,30200.0,12.0,6.0,110200.0,3.0,False,model:pn05pc10e
31658,0,90442.0,50060.0,130780.0,120780.0,60060.0,20730.0,40020.0,30240.0,7.0,2.0,110120.0,2.0,True,model:pn05pc10e
31657,0,90442.0,50060.0,130140.0,120640.0,60145.0,20641.0,40020.0,32320.0,5.0,5.0,110045.0,0.0,False,model:pn05pc10e
31656,1,90562.0,55060.0,130120.0,120460.0,60145.0,25421.0,40020.0,31466.0,11.0,0.0,110140.0,2.0,False,model:pn05pc10e
31655,1,90562.0,55119.0,130380.0,120140.0,60120.0,26105.0,40020.0,32240.0,11.0,6.0,110045.0,2.0,False,model:pn05pc10e
31654,0,90280.0,50120.0,130200.0,120580.0,60160.0,20680.0,40020.0,30940.0,10.0,0.0,110180.0,0.0,True,model:pn05pc10e
31653,0,90080.0,50160.0,130020.0,120165.0,60140.0,20480.0,40020.0,30579.0,8.0,2.0,110200.0,2.0,True,model:pn05pc10e
31652,1,90220.0,55140.0,130580.0,120421.0,60060.0,26105.0,40020.0,31640.0,7.0,2.0,110100.0,4.0,True,model:pn05pc10e
31651,1,90020.0,55040.0,130600.0,120140.0,60145.0,25440.0,40020.0,30579.0,11.0,2.0,110020.0,2.0,True,model:pn05pc10e
31650,1,90562.0,55070.0,130441.0,120580.0,60020.0,25347.0,40020.0,30502.0,6.0,6.0,110140.0,5.0,True,model:pn05pc10e
31649,1,90442.0,55040.0,130380.0,120165.0,60100.0,25901.0,40020.0,30422.0,1.0,5.0,110100.0,2.0,True,model:pn05pc10e
31648,1,90442.0,55050.0,130785.0,120482.0,60145.0,26105.0,40020.0,32340.0,9.0,7.0,110200.0,2.0,True,model:pn05pc10e
31647,1,90020.0,55119.0,130441.0,120481.0,60080.0,25642.0,40020.0,30340.0,12.0,5.0,110140.0,3.0,False,model:pn05pc10e
31646,1,90441.0,55060.0,130500.0,120380.0,60145.0,25682.0,40020.0,30240.0,1.0,6.0,110200.0,2.0,False,model:pn05pc10e
31645,1,91020.0,55020.0,130300.0,120480.0,60145.0,25347.0,40020.0,31320.0,12.0,3.0,110020.0,5.0,True,model:pn05pc10e
31644,0,90656.0,50050.0,130580.0,120420.0,60160.0,20700.0,40020.0,32560.0,12.0,4.0,110200.0,0.0,True,model:pn05pc10e
31643,1,90443.0,55120.0,130660.0,120140.0,60040.0,25040.0,40020.0,30221.0,7.0,4.0,110080.0,1.0,False,model:pn05pc10e
31642,1,90561.0,55119.0,130020.0,120480.0,60145.0,25602.0,40020.0,30423.0,11.0,5.0,110080.0,1.0,False,model:pn05pc10e
31641,1,91020.0,55020.0,130860.0,120440.0,60145.0,25110.0,40020.0,31960.0,2.0,5.0,110180.0,0.0,False,model:pn001pc10e
31640,1,90490.0,55030.0,130860.0,120021.0,60140.0,26105.0,40020.0,31520.0,12.0,7.0,110200.0,1.0,False,model:pn001pc10e
31639,1,90442.0,55060.0,130220.0,120510.0,60180.0,25541.0,40020.0,32266.0,10.0,5.0,110100.0,4.0,False,model:pn001pc10e
31638,1,90280.0,55070.0,130080.0,120481.0,60100.0,26105.0,40020.0,32340.0,10.0,2.0,110040.0,2.0,True,model:pn001pc10e
31637,1,90440.0,55180.0,130060.0,120340.0,60060.0,26105.0,40020.0,30501.0,8.0,6.0,110200.0,1.0,True,model:pn001pc10e
31636,0,90441.0,50160.0,130440.0,120040.0,60120.0,20485.0,40020.0,32360.0,11.0,2.0,110080.0,1.0,False,model:pn001pc10e
31635,1,90261.0,55080.0,130320.0,120510.0,60100.0,25345.0,40020.0,30800.0,12.0,9.0,110120.0,3.0,True,model:pn001pc10e
31634,1,90300.0,55030.0,130400.0,120780.0,60180.0,25641.0,40020.0,30360.0,8.0,3.0,110045.0,2.0,False,model:pn001pc10e
31633,1,90540.0,55020.0,130140.0,120540.0,60145.0,25642.0,40020.0,32440.0,10.0,6.0,110020.0,0.0,True,model:pn001pc10e
31632,1,90780.0,55100.0,130781.0,120400.0,60020.0,25345.0,40020.0,30860.0,4.0,7.0,110120.0,3.0,False,model:pn001pc10e
31631,0,90740.0,50140.0,130040.0,120601.0,60080.0,20485.0,40020.0,31980.0,2.0,10.0,110100.0,3.0,False,model:pn001pc10e
31630,1,90020.0,55020.0,130361.0,120160.0,60020.0,25602.0,40020.0,31540.0,7.0,4.0,110080.0,2.0,False,model:pn001pc10e
31629,1,90440.0,55080.0,130060.0,120380.0,60060.0,26040.0,40020.0,30102.0,10.0,6.0,110200.0,2.0,False,model:pn001pc10e
31628,1,90440.0,55100.0,130260.0,120021.0,60020.0,25347.0,40020.0,32340.0,11.0,5.0,110045.0,5.0,True,model:pn001pc10e
31627,1,91020.0,55060.0,130240.0,120640.0,60120.0,26000.0,40020.0,32440.0,9.0,6.0,110040.0,4.0,False,model:pn001pc10e
31626,1,90220.0,55080.0,130240.0,120510.0,60160.0,25426.0,40020.0,30338.0,8.0,9.0,110080.0,0.0,False,model:pn001pc10e
31625,1,90442.0,55080.0,130780.0,120540.0,60145.0,25220.0,40020.0,30960.0,13.0,7.0,110120.0,1.0,True,model:pn001pc10e
31624,1,90442.0,55119.0,130401.0,120460.0,60160.0,25603.0,40020.0,32380.0,9.0,2.0,110040.0,4.0,False,model:pn001pc10e
31623,1,90490.0,55060.0,130860.0,120021.0,60140.0,26105.0,40020.0,30561.0,12.0,3.0,110100.0,1.0,False,model:pn001pc10e
31622,1,90441.0,55060.0,130560.0,120780.0,60160.0,25740.0,40020.0,30920.0,7.0,3.0,110200.0,0.0,False,model:pn001pc10e
31621,0,90362.0,50020.0,130500.0,120060.0,60040.0,20635.0,40020.0,30700.0,10.0,5.0,110045.0,1.0,True,model:pn001pc10e
31620,1,90480.0,55030.0,130440.0,120482.0,60145.0,26105.0,40020.0,30421.0,12.0,4.0,110180.0,4.0,False,model:pn001pc10e
31619,1,90561.0,55050.0,130240.0,120540.0,60060.0,26105.0,40020.0,31480.0,12.0,5.0,110120.0,1.0,False,model:pn001pc10e
31618,1,90360.0,55070.0,130040.0,120540.0,60160.0,26000.0,40020.0,31900.0,12.0,8.0,110200.0,0.0,True,model:pn001pc10e
31617,1,90280.0,55020.0,130400.0,120640.0,60140.0,25541.0,40020.0,32730.0,14.0,7.0,110200.0,4.0,False,model:pn001pc10e
31616,1,90160.0,55020.0,130280.0,120780.0,60060.0,25900.0,40020.0,31320.0,9.0,1.0,110100.0,4.0,True,model:pn001pc10e
31615,1,90564.0,55120.0,130442.0,120510.0,60020.0,26105.0,40020.0,31200.0,4.0,9.0,110080.0,2.0,True,model:pn001pc10e
31614,1,90080.0,55119.0,130020.0,120140.0,60155.0,26080.0,40020.0,31920.0,12.0,9.0,110180.0,2.0,True,model:pn001pc10e
31613,1,90280.0,55100.0,130080.0,120780.0,60160.0,25540.0,40020.0,30840.0,8.0,9.0,110040.0,3.0,True,model:pn001pc10e
31612,1,90656.0,55040.0,130320.0,120060.0,60200.0,25040.0,40020.0,30120.0,8.0,2.0,110200.0,2.0,False,model:pn001pc10e
31611,1,90460.0,55080.0,130441.0,120510.0,60145.0,25860.0,40020.0,30120.0,7.0,3.0,110180.0,0.0,True,model:pn001pc10e
31610,1,90321.0,55119.0,130060.0,120280.0,60140.0,25721.0,40020.0,31445.0,12.0,4.0,110100.0,4.0,False,model:pn001pc10e
31609,0,90440.0,50040.0,130180.0,120510.0,60100.0,20725.0,40020.0,32265.0,7.0,5.0,110100.0,2.0,True,model:pn001pc10e
31608,1,90120.0,55080.0,130100.0,120510.0,60020.0,26105.0,40020.0,31580.0,4.0,1.0,110200.0,4.0,False,model:pn001pc10e
31607,1,90200.0,55080.0,130442.0,120300.0,60145.0,25500.0,40020.0,30240.0,9.0,2.0,110040.0,0.0,True,model:pn001pc10e
31606,1,90200.0,55080.0,130100.0,120510.0,60120.0,25603.0,40020.0,30580.0,15.0,3.0,110080.0,0.0,False,model:pn001pc10e
31605,1,90441.0,55060.0,130560.0,120440.0,60180.0,26105.0,40020.0,30499.0,6.0,4.0,110180.0,1.0,False,model:pn001pc10e
31604,1,90060.0,55120.0,130180.0,120440.0,60020.0,25780.0,40020.0,31340.0,15.0,3.0,110080.0,0.0,True,model:pn001pc10e
31603,1,90560.0,55070.0,130760.0,120510.0,60040.0,25602.0,40020.0,30221.0,6.0,0.0,110200.0,1.0,False,model:pn001pc10e
31602,1,90560.0,55080.0,130180.0,120510.0,60200.0,25541.0,40020.0,30960.0,6.0,0.0,110200.0,1.0,True,model:pn001pc10e
31601,1,90440.0,55060.0,130600.0,120022.0,60200.0,25684.0,40020.0,30960.0,8.0,7.0,110020.0,1.0,False,model:pn001pc10e
31600,0,90360.0,50030.0,130700.0,120620.0,60180.0,20690.0,40020.0,30580.0,7.0,2.0,110040.0,0.0,False,model:pn001pc10e
31599,1,90442.0,55060.0,130060.0,120630.0,60060.0,25642.0,40020.0,32100.0,13.0,5.0,110045.0,0.0,False,model:pn001pc10e
31598,1,90460.0,55050.0,130360.0,120020.0,60160.0,25740.0,40020.0,30422.0,5.0,3.0,110120.0,0.0,False,model:pn001pc10e
31597,1,90560.0,55080.0,130740.0,120421.0,60145.0,25440.0,40020.0,30784.0,7.0,4.0,110120.0,0.0,False,model:pn001pc10e
31596,1,90760.0,55140.0,130381.0,120400.0,60145.0,25700.0,40020.0,31460.0,2.0,3.0,110080.0,3.0,False,model:pn001pc10e
31595,1,90220.0,55060.0,130620.0,120120.0,60100.0,25601.0,40020.0,30579.0,10.0,7.0,110120.0,5.0,False,model:pn001pc10e
31594,1,90561.0,55050.0,130180.0,120180.0,60155.0,25705.0,40020.0,30700.0,9.0,7.0,110200.0,0.0,False,model:pn001pc10e
31593,0,90490.0,50040.0,130360.0,120510.0,60080.0,20485.0,40020.0,30860.0,12.0,6.0,110100.0,0.0,True,model:pn001pc10e
